id,username,content,date
1643465149502849026,Pitoeng206,"@Leobatam2022 @PartaiSocmed @kurawa Yg pas kasus pengobatan David,dia nyaranin berobat ke singapura,biaya pengobatannya karna ini darirat ditalangin dulu ama Kemenkeu nanti dibicarakan dengan pihak Mario. pernyataan ini mercerminkankegoblokan yg paripurna😂",2023-04-05 04:06:40+00:00
1643462933203279874,NFaisal07,"@ocongBoyy Susah amat sih minta bukti aja ke PPATK, rafael alun dan pegawai kemenkeu 349 T aja cepat kok dapat bukti dari PPATK. Apalagi skrg pak Mahfud koordinator yg membawahi PPATK.",2023-04-05 03:57:51+00:00
1643460002265600001,HaderaH4,"@kumparan Super betul pak. Usul saja : klw bs intenskan pengawasan, sapatau sj ada ""mmmm"" sprti yg dialami Kemenkeu.🤔",2023-04-05 03:46:13+00:00
1643457900311117827,fuadhsn,"@irwan_fecho Berdasarkan edaran kemenkeu, ada kenaikan THR 2023 untuk guru dan dosen..dimana ditahun2 sebelumnya dalam THR tidak memasukkan tunjangan profesi, tahun ini memasukkan tunjangan profesi meskipun 50%",2023-04-05 03:37:52+00:00
1643456508485832705,AuslanderDon,"kemenkeu, kominfo, esdm, bpkp",2023-04-05 03:32:20+00:00
1643434462318034944,ViezIkmar,@AqiaqiH Formula E terus di ributin..sementara Kasus 349 T di Kemenkeu di suruh stop...,2023-04-05 02:04:44+00:00
1643434112232083457,Duke_of_Nowhere,"@Partono_ADjem @DitjenPajakRI @KemenkeuRI Sarjana cuma dikasih ratusan ribu. Sedangkan anak lulusan diploma STAN yg notabene ilmunya ga setinggi sarjana yg kerja di Becuk, Pajak, dan Kemenkeu gajinya di atas itu.",2023-04-05 02:03:20+00:00
1643431675400196096,banten02,@NorthPapua2021 @prastow Kemenkeu ga berani sidak perusahaan Cungko Bata Ringan di cikande!! Unfaedah,2023-04-05 01:53:39+00:00
1643431154220167168,agent_pin,@Jayabay19479190 Kalau ga ada kasus Mario aniaya David Ozora mungkin hal bgni ga terungkap. Sbnrnya kemenkeu itu ada menterinya ga ? Kl mmg ada bgm bentuk pengawasannya ?,2023-04-05 01:51:35+00:00
1643429952845680640,KemenkeuRI,"Inflasi harga pangan bergejolak (volatile food) juga turun signifikan:⏬
Maret 5,83% (yoy)
Februari 7,62% (yoy)

Harga dan ketersediaan pangan akan terus dimonitor pemerintah pusat dan daerah.",2023-04-05 01:46:48+00:00
1643428624463433729,CaturRp,@StopPlandemit Abis kemenkeu sekarang ganti kemenkes. Aduh cuannya ga pernah kering !,2023-04-05 01:41:32+00:00
1643424295048331264,thrashnotdead,"@CNNIndonesia Anaknya org Kemenkeu, beacukai, ada ga yg bisa berprestasi seperti ini. Ga da sih kyknya, semua taunya ngabisin duit negara doank",2023-04-05 01:24:19+00:00
1643424289851600901,c_zhepank,@fatmapuspita @PNS_Ababil Conflict of interest kan buat pegawai pajak/kemenkeu yg punya akses kewenangan. ASN lain kan ga ada. Jadi harusnya boleh2 aja,2023-04-05 01:24:18+00:00
1643421155930574849,PowerInvestindo,"@FaGtng Gerombolan perampok uang negara dg sadis menyamar menjadi pejabat bumn
@KemenBUMN @kemenkeu @DitjenPK @ItjenKemenkeu @PPIDKemenkeu @Warta_BeaCukai @DitjendBeaCukai @DitjenPajakRI @smindrawatii",2023-04-05 01:11:51+00:00
1643418808751902720,bgenkstatham,"@KompasTV Keknya Inspektorat kemenkeu harus diperiksa kerjanya nih, mengingat betapa kacau sistem talent management nya, karena orang sebodoh ini bisa jadi pejabat🤬.
 statementnya macam org ga beradab Dan ga sekolah",2023-04-05 01:02:31+00:00
1643416173281972224,Putrabertuah,@MelesetDikit Pejabat2 Kemenkeu tajir2 ya...hanya ada di negeri kodok,2023-04-05 00:52:03+00:00
1643410689061703680,JogeloJomrono,"@AndiSinulingga Kapan ya si Firli ini disambar petir?!!
Orang kok kelakuannya busuk banget. Kasus2 yg terang benderang :
-dana covid
-KCI yg duitnya bengkak
-food estate yg mangkrak
-349T di kemenkeu
-ektp
-harun masiku
@KPK_RI layak dibubarkan!!",2023-04-05 00:30:16+00:00
1643404035595329538,mutajir_mohamat,"@ramadanbudi18 @myputun Periksa sekjen kemenkeu pak @KPK_RI 
Non aktifkan SM, direksi dan PNS yg terlibat pencucian uang pak @FPKSDPRRI negara darurat korupsi...",2023-04-05 00:03:49+00:00
1643394557508464644,SaifuddinSay,"@seruanhl Bersihin Kemenkeu dari Sri Mulyani. Menteri yg ternyata ""rumahnya"" penuh Koruptor dan maling pajak.

Ini yang PAS.",2023-04-04 23:26:09+00:00
1643388121571274753,heero52218780,"@ali_alisalim98 @mardigu024 Thun kmren pajak sampe melebuhi ada target, PNS Kemenkeu dpt bonus. Kok skrg THR d potong. Mbulet bgt",2023-04-04 23:00:35+00:00
1643387921326809089,heero52218780,@mardigu024 Katanya tahun kmren pencapaian pajak banyak sampe bagus2 bonus. Mbulet ini kemenkeu,2023-04-04 22:59:47+00:00
1643387626085560320,jatmiko_arik,@nabiylarisfa Maklum ditjen pajak dan menkeu kan rakus semuanya orangnya.. kerja cuman makan tidur tapi gaji selangit cuman di di kemenkeu @kemenkeu,2023-04-04 22:58:37+00:00
1643387544116301826,couoUmild,"@KemenkeuRI Min, bisa tolong jelaskan transaksi janggal 349 Triliun di kemenkeu?",2023-04-04 22:58:17+00:00
1643383809751273472,Jhon20674090,"@SahLeoSin Kalau di total nggak nyampe 100T, bandingkan yg kebongkar kemenkeu 300T bro",2023-04-04 22:43:27+00:00
1643383472231452672,muhsinsukandar6,"@ordinary_007 @__AnakKolong @jokowi @kemenkomarves @binofficial_ri Sudah diperdebatkan di DPRRI, tajam, terbuka.
Pr komentator, tdk lbh sedetail koreksi, sanggahan 
Pr Anggota Dwn Komisi tiga DPRRI.
Dn belum selesai.
Masih bnyk yg percaya kejanggalan itu ada.
Bkn Kemenkeu RI, tentunya para oknum.
Hongkong jg mengalami dmkian",2023-04-04 22:42:07+00:00
1643379655603523584,bgdngterus,Huwaa pingin cepet2 desember mau apply magang kemenkeu n telkom 😇,2023-04-04 22:26:57+00:00
1643374799799070720,OpletDaily,"Admin Twitter BeaCukai &amp; Kemenkeu / DJP semoga kalian diberikan kesabaran yang luas ya di bulan suci ramadhan ini

😂😂😂😂",2023-04-04 22:07:39+00:00
1643374741083009024,pencetanlift,"@Askrlfess Admn sy lapor spt keterangan lebih bayar, sy ditelpon pegawai pajak, katanya tambahin aja nilai di penghasilan dalam negeri ditambah 9 juta, katanya bendahara gaji salah penginputan pemotongan pajak, sy konfirmasi ke kemenkes, dijwb, dpt spt dari kemenkeu,mhn solusiny @DitjenPK",2023-04-04 22:07:25+00:00
1643372448941998080,sebulatbumi,@cabut1gratis2 @ariefpost @lekermilo @asaibrahim @arissuhada25 @tanyarlfes Dananya mandeg di kemenkeu. Pipa saluran mampet. Udah susah ngalir kemana2.,2023-04-04 21:58:18+00:00
1643370713922019328,MOSLEMSOLIDARI1,@mardigu024 @kemenkeu sibuk dengan kasus cuci uang @KemenBUMN sibuk nyuci minyak? Kok mirip2x ya saM? Maaf pertanyaan sontoloyo🙏 😊,2023-04-04 21:51:25+00:00
1643356876313366528,exeroboto,@mazzini_gsp David jadi pahlawan terkuaknya keganjilan 347T di Kemenkeu,2023-04-04 20:56:26+00:00
1643351936215961600,kedondong2288,@firzahusainInc Itu yg jadi pertanyaan saya juga. Kenapa BUMN dan persh swasta harus mencari komisaris dari pejabat kemenkeu? Apa untuk backing?,2023-04-04 20:36:48+00:00
1643336406314680320,t00mucht00young,"orang kemenkeu bayar pake keuris, kalo kemenQ pake Qris",2023-04-04 19:35:05+00:00
1643330072307458048,mase_aga,"@windumuktiw @hrdbacot Apalagi BPKP juga bagian dari Kemenkeu yang kinerjanya sedang hangat disorot akibat kasus RAT. 

Padahal polemik KRL impor ini bisa jadi momentum buat mengangkat citra kementerian, sayang kesempatannya justru dilepas dengan mengambil sudut pandang yang berbeda.",2023-04-04 19:09:55+00:00
1643307826448830464,verdian90,"@Restty_cayah Secara tidak langsung pengorbanan Davit Ats ijin Allah terbuka skandal Kemenkeu 349 T di tanah air, semoga cepat sembuh bro",2023-04-04 17:41:31+00:00
1643305311099555840,NeilZurong,"@KompasTV Buat RAT kasus biasa, buat Rakyat Indonesia kasus yg luar biasa,karena  mampu mengungkap keserakahan dan kebusukan suatu instansi dan oknum"" di  Kemenkeu",2023-04-04 17:31:31+00:00
1643301946030460928,bayurimbiasmoro,"@pn7l7h Ciri lembaga negara urusan duit (kemenkeu) tidak baik² saja adalah, kolom komentar IG SMI dibatasi, dia lagi gak nerima komentar dari orang (rakyat) yg bayarin gaji dia. Gimana ini pak @jokowi, bawahannya kok gitu? Rakyat butuh kasi kritik &amp; saran tanda kepedulian.",2023-04-04 17:18:09+00:00
1643301865835347968,bayurimbiasmoro,"@narkosun Ciri lembaga negara urusan duit (kemenkeu) tidak baik² saja adalah, kolom komentar IG SMI dibatasi, dia lagi gak nerima komentar dari orang (rakyat) yg bayarin gaji dia. Gimana ini pak @jokowi, bawahannya kok gitu? Rakyat butuh kasi kritik &amp; saran tanda kepedulian.",2023-04-04 17:17:50+00:00
1643300645192232960,BacotCook,"@nabiylarisfa Wewenang kemenkeu saking gedenya seolah olah semua mengeluhnya harus ke kemenkeu. Kayaknya memang harus dipisah antara penerimaan, pengelola anggaran, sama penentu kebijakan gak boleh semua di bawah kemenkeu. Jadi lebih jelas ke masyarakat.",2023-04-04 17:12:59+00:00
1643300033448779776,BacotCook,"@nabiylarisfa Paham, cuman ditjen pajak gak ada wewenang sama sekali ngatur gaji/take home pay/penghasilan keseluruhan pns lain ataupun honorer. Bahkan kemenkeu sekalipun khusus untuk guru pemda/honorer pemda tidak ada kecuali balik sentralisasi kayak jaman orde baru. Paham, hanya salah jalur.",2023-04-04 17:10:33+00:00
1643288834753564672,HidalgoHarmen,@Candra4smara Gak nyangka ya si bocil nan amit2 mario jd pembuka kotak pandora carut marut suap di kemenkeu n dalang dr terhambatny ruu perampasan aset.. Tp toleransi politik yg membuat daya tekan ke ketum2 jd berkurang bnyk.. Pmrinth gak punya bargaining position yg kuat aplgi mnjelng pemilu,2023-04-04 16:26:03+00:00
1643287050593144832,hasrat_tanjung,@geloraco Kita lupa dengan isu Kemenkeu heheheh,2023-04-04 16:18:58+00:00
1643286287426949120,shu040411,"@kemenkeu @beacukai @DitjenPajakRI mohon maaf ya kenapa lembaga yang lagi ada masalah, kita sebagai guru ASN kena imbas juga padahal kitamah udah g pernah tuh jula LKS,fotocopy dll kalo guru kira2 bisa kaya pajak dan cukai gimana coba.. gadai SK aja g cukup jadi kaya mereka..",2023-04-04 16:15:56+00:00
1643281450417164290,nahiej,"Capek kali ga dimana2 bahasan masalah pns miskin sama pns kemenkeu. Dah gitu sama berita2 blunder kemenkeu. Kek capekkk kali anjrit cepatlah terjawab biar ga kek gini. Biar kelar, perbaiki.",2023-04-04 15:56:43+00:00
1643268951181500417,AliJuanda180925,"@_natcchan @PartaiSocmed Terindikasi politis Krn,audit BPK udah ok g ada masalah tapi KPK terkesan ngotot terus
Modusnya nti Anies ditahan alasannya diselidiki,sampai pilpres selesai baru dikeluarkan alasannya bukti kurang 
Sementara yg jelas2 Kemenkeu 350T KPK mlh mingkem",2023-04-04 15:07:03+00:00
1643265973817057280,receulv,@koala_arnan @karirfess kalo dibeacukai kemenkeu.ada gak yaa?,2023-04-04 14:55:13+00:00
1643259448771907585,ddayyou_u,"Semua informasi mengenai keuangan negara dibahas secara terbuka serta disampaikan dengan transparan. Jika kamu ingin mengetahuinya, kamu bisa membuka situs web Kemenkeu.
Dengan adanya kejadian seperti ini, masyarakat harus selalu berhati-hati dan cermat dalam membaca berita.",2023-04-04 14:29:17+00:00
1643255971400286208,missdiah2,"@alisyarief Dasar Watak Keblinger!
Sudah tau kau harus tarik pajak perusahaan bermasalah..
Kau ambil celah, demi memperkaya diri sendiri..

Konsultan pajak harus independen, tidak boleh melibatkan pegawai Kemenkeu.

kelakuan begini bikin hancur investasi di Indonesia,
Kalah jauh sama vietnam",2023-04-04 14:15:28+00:00
1643255778864947200,sederhanafcxoxo,"@fansbaksoaci @mazzini_gsp Ga cuma itu kinerja satu kementrian sekarang lagi di kulitin netizen, pajak, cukai, kemenkeu heuheu",2023-04-04 14:14:42+00:00
1643255166337171456,p4piKRiS,@detikcom Soal aliran dana darimana kemana pasti bisa kelacak lah sama PPATK.... di Kemenkeu aja bisa kebongkar 349T.... wkwkwkwk 😅,2023-04-04 14:12:16+00:00
1643253888102047745,MMehonx,@ch_chotimah2 @KPK_RI @firlibahuri @ST_Burhanuddin @mohmahfudmd @KejaksaanRI Gak Cuci Piring Dengan Mulut Kotor BuzzerRp Laknat.... Kamu Dah Kekenyangan Makan Duit Korupsi Dari Kemenkeu Tinggal Tunggu Waktu 2024 Sudah Dekat Tinggal Menggulung BuzzerRp Pemakan Duit Rakyat... Selamat Menikmati,2023-04-04 14:07:11+00:00
1643252868240281600,sangdatuk08,"@mardigu024 Kacau sekali ini ngurus negara ...
Mereka yg sering bermasalah @kemenkeu 
ASN yg kena korban ...
Hei SMI anda punya hati ga?

Mikir ga kamu, THR itu hak karyawan...uangnya dikemanain?",2023-04-04 14:03:08+00:00
1643252309328273410,AndreasEdison72,"@BennyHarmanID Bung Benny, silakan anda bersama teman-teman anda beserta partai kalian melanjutkan niat kalian. Kami tidak akan mendukung pansus, tetapi mendukung PPATK, MENKOPOLHUKAM, &amp; KEMENKEU.",2023-04-04 14:00:55+00:00
1643249241777913858,sukarja,"@BennyHarmanID Bukan cuma orang2 Kemenkeu,... Anggota partai juga...",2023-04-04 13:48:43+00:00
1643248390493605889,umaralims,"Pejabat Negara di Negeri ini isinya ternyata banyak manusia Jahat amoralitas__
- Di Kemenkeu,Pajak dan Bea Cukai byk Maling.
- Di Istana ada tukang begal partai bersekutu dgn Iblis krn haus kekuasaan.",2023-04-04 13:45:21+00:00
1643244674818383872,Andi_not_death,"Polisi kasus Sambo dan sabu.kemenkeu kasus pencucian uang,plumpang kebakaran,pildun gagal,gubernur satu partai ngelawan pusat.....apalagi ke depan?",2023-04-04 13:30:35+00:00
1643244651317710848,Hanafi458800702,"Rakyat jelata
Mendengar pertemuan antara prof Mahfud MD dengan komisi III DPR RI, terkait dengan dugaan pencucian uang di jajaran Kemenkeu,kami rakyat mendukung sepenuhnya hal tersebut bisa dibuktikan dan di tindaklanjuti serta di proses secara hukum",2023-04-04 13:30:29+00:00
1643242701968785415,PowerInvestindo,"@Jelli_cent Saatnya NETIZEN bongkar abiz pejabat2 busuk munafik yg kerjanya merangkap perampok uang negara
Hanya jaman now bisa bongkar kejahatan nya
@kemenkeu @DitjenPK @ItjenKemenkeu @DJPb_KemenkeuRI @smindrawatii @jokowi @mohmahfudmd",2023-04-04 13:22:44+00:00
1643242132084506625,Bambang77197468,"@yangmi3prnew ✅
Serupa tapi tidak idem. Kasus FS menjadi pintu masuk bagi institusi Polri. Mario &amp; Alun2 jd pintu masuk ke kemenkeu (Pajak| Bea Cukai| Cuci uang),
DPR blm sahkan RUU sita aset Koruptor dstnya.
□ usai 17845 🇮🇩 tdk dijajah lg tetapi dijarah. Cm beda huruf",2023-04-04 13:20:28+00:00
1643241437092524034,WalterSimamora2,"@FirzaHusainID Ya ampun. Penghasilan satu orang komisaris SMI bisa menghidupi 1000 keluarga dengan gaji kepala keluarga 3 JT per bulan.
Bisa menghidupi 1000 keluarga x 4 (ayah ibu dan 2 anak) = 4.000 orang.
Selain itu beliaw jg dpt milyaran per tahun dr Kemenkeu.
1 kata utk hal ini =JIJIK",2023-04-04 13:17:43+00:00
1643241291491446784,PowerInvestindo,"@Jelli_cent BAJINGAN2 PERAMPOK UANG NEGARA DG JABATAN DI KEMENKEU, 
BERBAGAI CARA DILAKUKAN UTK MANIPULASI LAPORAN
NETIZEN BONGKAR ABIZ
@kemenkeu @DitjenPK @ItjenKemenkeu @DitjendBeaCukai @DitjenPajakRI",2023-04-04 13:17:08+00:00
1643238870547582979,BangCul15,"@AqiaqiH Dua tahun terakhir ini Pak Mahfud bongkar beberapa kasus.
Ada kasus Sambo, kasus Lukas Enembe, kasus  Transaksi Janggal di Kemenkeu, dll, 
awalnya banyak yg protes, tapi akhirnya malah jadi terbukti.",2023-04-04 13:07:31+00:00
1643236038666760198,Joe_Richardo93,"@pn7l7h Hajar trus, bongkar trus sarang2nya biar tikus2nya pd keluar semua. Yg keberatan klu tikus di lembaga pemerintah dibongkar aplgi kemenkeu dir pajak dan bea cukai dgn alasan bikin gaduh dan ribut mreka2 ini jls kroni2 tikus tsb. Logika sj nmny mbngkar sarang tikus ya psti gaduh.",2023-04-04 12:56:16+00:00
1643234776332259328,av0cadiess,"Jgn kan Kemenkeu, kantor bunda di Depag aja lahan basah bgt buat pungli sm gratifikasi bagian keuangannya. Exp lg thr, gaji 13 atau sertifikasi, mereka minta salam tempel biar dipercepat pencairannya wkwk hari ini aja minta takjil sm tambahan lebaran baru thr pns cair malem ini.",2023-04-04 12:51:15+00:00
1643229610447093761,RoyRojaya,@MARQUEZ__93 Terus nyengir dah semacam yg diundang di kemenkeu gitu 😅,2023-04-04 12:30:43+00:00
1643229477403791360,masabudi5791,"@Dennysiregar7 itu berita kadaluarsa regar,,, yg lagi hot itu ,349T TPPU Kemenkeu,,, itu korupsi paling bangsat dimasa rezim ini dalam sejarah kelam NKRI,,,",2023-04-04 12:30:11+00:00
1643229023856902147,shiyaaap,@bagiwang @gfuzuli @eselon_musk @PNS_Ababil Yg 27 selain kemenkeu apa aja?,2023-04-04 12:28:23+00:00
1643228305594945536,SporPolSing,"@SujarwoAja4 @Hulk_SlaluHijau @pdo3004 @YRadianto Hahahaaaa lu yang pakai kaca mata babi. Partai mana yang paling banyak korup Rezim ini😁?
Lu ngga mau bahas uang 300triliun kemenkeu?
Coba dong rangkum uang yang di garong di rezim ini😁😁😁",2023-04-04 12:25:32+00:00
1643227175792041984,TMSIHOL,@Ghurem2 @KejaksaanRI TUHAN mengungkapkan kebobrokan semua melalui peristiwa anaknya sendiri … artinya BERTOBATLAH .. Mana kepikiran masalah anak bisa mengembet ke seluruh kemenkeu .. Inilah jika TUHAN sdh muak. Dan jgn lupa PAK JOKOWI itu utusan TUHAN,2023-04-04 12:21:03+00:00
1643225704929304580,lintang_ayoe,"@AirinDatangLagi @KPK_RI Jika berangkat dri pemeriksaan 3 orang (kunci) ini, bisa jd dpt membantu kotak pandora terbuka

*bersih-bersih Kemenkeu",2023-04-04 12:15:12+00:00
1643222846389514241,BimoTjontong,"@kompascom Ini Kompas gak tertarik mengulik kinerja Irjen Kemenkeu, kenapa tidak bisa mengendus hal busuk ini.",2023-04-04 12:03:50+00:00
1643220167651106816,supian_ator,@Dennysiregar7 Rp349 T Kemenkeu JOKOWI Bungkam 😀😀,2023-04-04 11:53:12+00:00
1643215166937645057,FbrYayan,"@Dongkol_lurah @teponkLK74 @korantempo transparan taek asu, noh 349T di kemenkeu suruh transparan",2023-04-04 11:33:19+00:00
1643209226939170820,amirsyahoke,"@emerson_yuntho @CherylTanzil @mazzini_gsp @cokro_tv @KemenkeuRI Kalo biasa berkecimpung dgn layanan Kemenkeu. Pasti paham sudah banyak perbaikan.
Memang masih jauh dari sempurna, tapi perbaikan itu nyata adanya.",2023-04-04 11:09:43+00:00
1643207916428853248,super_sabs,@Partono_ADjem @DitjenPajakRI @KemenkeuRI Kurang satu mas @prastow siapa tahu teman2 di Kemenkeu mau tukeran barang satu semester dengan guru2 di kaki langit,2023-04-04 11:04:31+00:00
1643207389213257729,BimoTjontong,@nasuhaalii @BPKPgoid @CommuterLine Analisa pekok BPK yg sama busuknya dg kemenkeu,2023-04-04 11:02:25+00:00
1643206790530859008,oot_bule,"@KompasTV Statement orang frustrasi, padahal efeknya luar biasa panik nya  buat negara terutama instansi di bawah @kemenkeu @DitjenPajakRI @beacukaiRI",2023-04-04 11:00:02+00:00
1643203920981024768,MandarFahry,"@detikcom Yang darurat itu ""islamophobia org2 yg ada didalam pemerintahan""
Yang darurat itu ""pencucian uang 369T ditubuh kemenkeu""
Yang darurat itu ""pembengkakan biaya KCBJ""
Yang darurat itu ""moral para petinggi kemenkeu, bea cukai, dan dirjen pajak yg ga malu pamer harta yg ga wajar""",2023-04-04 10:48:38+00:00
1643197613255299072,losnojos,@detikcom Nyolong jam gak seberapa yg 340 trilliun kemenkeu gmn ceritanya,2023-04-04 10:23:34+00:00
1643196593561300992,truzlover,@gfuzuli @eselon_musk @PNS_Ababil Jawabannya adalah yang 70% adalah para esmelon  bukan berlaku buat semua. Kalian para umbi nggak 70% dari Kemenkeu tapi 70% dari esmelon kalian kayaknya....,2023-04-04 10:19:31+00:00
1643195565587705857,Lyla138,@txtdaritax 3. Penerimaan pajak untuk bonus pegawai pajak dan kemenkeu lainnya.,2023-04-04 10:15:26+00:00
1643193049529610240,collegemenfess,[cm] ada yg pernah magang di kemenkeu gaa kalo ada aku mau tanya tanyaa,2023-04-04 10:05:26+00:00
1643190998347190273,JurnalAspirasi,"@Metro_TV @KPK_RI Rafael, awal dari bersih² Kemenkeu, kalau perlu disusul Rafael² lainnya. Bayangkan di Save Deposit Box, ada VALAS, inilah kiranya yg nyimpan valas itu, rupanya para pejabat, pantas RUPIAH selalu anjlok. Sialan betul tu pejabat, bikin sengsara rakyat (Rio).",2023-04-04 09:57:17+00:00
1643190490618298370,ariesuryana06,@mardigu024 Separo diambil curut kemenkeu,2023-04-04 09:55:16+00:00
1643190153224265728,DJPb_Kemenkeu,"Selamat untuk para pemenang!

#DJPbHAnDAL #lombapuisianakHBP19 #HariBaktiPerbendaharaan2023
#HBP19 #DJPbRCE",2023-04-04 09:53:56+00:00
1643189859077734406,DJPb_Kemenkeu,"Kategori II TK-SD: 

🥇Juara 1 Shifwah Isytiyaq Tsabita, judul puisi Aku Bangga Menjadi Anak Indonesia
🥈Juara 2 Fariishta Hanna Diza, judul puisi Perjalanan @pringadisurya
🥉Juara 3 Axelea Brillante Widiprana , judul puisi Ayahku Pahlawanku @bwrengga",2023-04-04 09:52:46+00:00
1643189664243929088,Firmanh01140519,@lelevalyn @kegblgnunfaedh Maybe...Krn gak mungkin dia gak ada simpanan yg susah di lacak..dan gak mungkin jg smua hartanya di sita...Krn ttp aja klo emg KPK mau FAIR dlm kasus ini abiisss pejabat di KEMENKEU terutama di dirjen pajak 😅,2023-04-04 09:51:59+00:00
1643189127540805632,DJPb_Kemenkeu,"Kategori I SMP-SMA

🥇Juara 1 Sheren Gracelya Putri Wijaya, judul puisi Hati Seorang Srikandi Negeri 
🥈Juara 2 Hafizha Nayra Firdaus, judul puisi Lentera Jiwaku
🥉Juara 3 Hibriza Nail Hawwa, judul puisi Pulang Kampuang",2023-04-04 09:49:51+00:00
1643186324453617664,KemenkeuRI,"Intinya, ekonomi syariah bertujuan untuk melahirkan sistem ekonomi yang adil, bermoral, dan berperadaban Islam.",2023-04-04 09:38:43+00:00
1643186255050711040,WAHYU_UNIFORM,"@Ndons_Back @Masdjodi1 Walau Bliau tdk/blm mendukung Anies, tp mayoritas pendukung Anies mendukung langkah Pa @mohmahfudmd  membongkar kasus 349T di kemenkeu",2023-04-04 09:38:26+00:00
1643185218071961601,MMisbakhun,Terakhir adalah transaksi keuangan mencurigakan terkait kewenangan Kemenkeu sebagai penyidik tindak pidana asal dan TPPU sebesar Rp 260 triliun.,2023-04-04 09:34:19+00:00
1643185153743917057,KamsinaNuban,@democrazymedia Dan tak lupa kemenkeu,2023-04-04 09:34:04+00:00
1643184960340393984,kluxkluk,"@tukangrosok22 padahal KPK punya alat kurang cangging gimana coba, kasus RAT saja yg bongkar nitizen.

padahal transaksi kemenkeu 349T kasus pencucian uang",2023-04-04 09:33:18+00:00
1643182308701388800,FierCollec6141,"@Dennysiregar7 ganjar, erick, koster dan pdip gak ngaruh, yg ngaruh itu berita bom 349t kemenkeu",2023-04-04 09:22:45+00:00
1643180168700391424,bagiwang,"@gfuzuli @eselon_musk @PNS_Ababil Grade Jabatan harus dipastikan pake yang 27 kelas. Terus bandingkan antar kelas jabatan yang sama, harusnya ketemu sih % Tukinnya berapa dari Tukin Kemenkeu",2023-04-04 09:14:15+00:00
1643176558302228480,basukane,@democrazymedia Jd lupa deh kasusu 3xx trilyun di kemenkeu,2023-04-04 08:59:54+00:00
1643175812198445057,eDzulfikar,"Wak ketum getol banget nelanjangin pns2 kaya 🤣

Dari kemenkeu ke BPN sampe pemprov DKI",2023-04-04 08:56:57+00:00
1643170073434279937,Gozo0405,"@PartaiSocmed @kurawa Dia salah 1 yg dipanggil ke kemenkeu kemaren..

kita saksikan aja tingkah pola dia beberapa minggu ke depan karena sejarah akan berulang..",2023-04-04 08:34:08+00:00
1643168250203869189,pinterpolitik,Persoalan berbuntut panjang setelah sorotan negatif hadir setelah dugaan transaksi mencurigakan ratusan triliun di Kemenkeu.,2023-04-04 08:26:54+00:00
